hashtag_H   cluster_C_leader(userID)   relative_frequency_H_C  frequency_H_in_C  frequency_H_overall   count_H_in_C   count_tweets_in_C   count_H_entire_dataset    count_tweets_entire_dataset
AbbottFailedTexasAgain	1006165181871910912	1.5637573847	.0001797009	.0001149161	5	27824	5	43510
"HIPPA,TrumpCovid19,TrumpIsANationalDisgrace"	1006165181871910912	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
Maddow	1006165181871910912	.8278718461	.0003234617	.0003907147	9	27824	17	43510
Trumprally	1006165181871910912	.7818776323	.0000359401	.0000459664	1	27824	2	43510
TrumpRally	1006165181871910912	.8452745551	.0007188039	.0008503792	20	27824	37	43510
"EarthDay,PeopleNotProfit,FridaysForFuture,ClimateStrike"	1006419421244678144	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"FridaysForFuture,ClimateStrike,PeopleNotProfit"	1006419421244678144	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"FridaysForFuture,ClimateStrike,PeopleNotProfit,SchoolStrike4Climate"	1006419421244678144	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"FridaysForFuture,ClimateStrike,PeopleNotProfit,StandWithUkraine"	1006419421244678144	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"FridaysForFuture,ClimateStrike,UprootTheSystem"	1006419421244678144	1.5637581653	.0001078205	.0000689496	3	27824	3	43510
"FridaysForFuture,PeopleNotProfit,NoMineInGállok,StandWithSápmi"	1006419421244678144	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
InternationalWomensDay	1006419421244678144	.6557694688	.0004672225	.0007124798	13	27824	31	43510
IPCC	1006419421244678144	1.0425049601	.0000718803	.0000689496	2	27824	3	43510
PeopleNotProfit	1006419421244678144	.7818776323	.0000359401	.0000459664	1	27824	2	43510
"PeopleNotProfit,FridaysForFuture"	1006419421244678144	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"4Fights,USS,OneOfUsAllOfUs"	1007269733316677639	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
OneofUsAllOfUs	1007269733316677639	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
OneOfUsAllOfUs	1007269733316677639	.8627630043	.0023001725	.0026660537	64	27824	116	43510
USS	1007269733316677639	1.2286669685	.0007906843	.0006435302	22	27824	28	43510
USSmess	1007269733316677639	.8470355094	.0004672225	.0005515973	13	27824	24	43510
"USSmess,USSstrike"	1007269733316677639	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"USSmess,UUKlies"	1007269733316677639	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"USS,USSmess"	1007269733316677639	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"IPCCReport,PeopleNotProfit"	1008688766062661632	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"schoolstrike4climate,fridaysforfuture"	1008688766062661632	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
StopFakeRenewables	1008688766062661632	.7818776323	.0000359401	.0000459664	1	27824	2	43510
AAAAAAPutin	1009546724	1.5637574402	.0000718803	.0000459664	2	27824	2	43510
"AAAAAARussia,AAAAAAPutin"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
Anonymous	1009546724	1.3682882421	.0007547441	.0005515973	21	27824	24	43510
"Anonymous,OpRussia"	1009546724	1.5637582213	.0002875215	.0001838657	8	27824	8	43510
Bryansk	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
Bucha	1009546724	1.2741731085	.0007906843	.0006205470	22	27824	27	43510
"Bucha,BuchaGenocide,BuchaMRRRRRRacre"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Bucha,BuchaMRRRRRRacre,BuchaGenocide,GenocideOfUkrainians,AAAAAAPutin"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Bucha,BuchaMRRRRRRacre,PutinWarCrimes"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Bucha,BuchaMRRRRRRacre,UkraineUnderAttack"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Chernihiv,Ukraine"	1009546724	1.5637585279	.0001437607	.0000919328	4	27824	4	43510
"FCKPTN,FckPutin,UkraineUnderAttaсk,NoWar,FreeUkraine"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"FCKPTN,FckRussia,StopRussianAggression"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"FCKPTN,PutinIsaWarCriminal,StandWithUkriane"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"FCKPTN,StopRussianAggression"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
FckPutin	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"FckPutin,PutinIsaWarCriminal"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"fckrussia,Fckputin,StandWithUkriane"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Irpen,UkraineUnderAttaсk,UkraineRussianWar,StopPutinNOW"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
Kharkiv	1009546724	1.2741731085	.0007906843	.0006205470	22	27824	27	43510
"Kharkiv,Ukriane,UkraineInvasion"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
Kharkov	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
Kherson	1009546724	1.3991518297	.0006109833	.0004366812	17	27824	19	43510
Kramatorsk	1009546724	1.0425049293	.0001437607	.0001378993	4	27824	6	43510
"Kyiv,PutinWarCriminal,StopRussianAggression,UkraineUnderAttack"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Kyiv,UkraineRussiaWar,Ukraineunderattack"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Kyiv,Vorzel,StopRussianAggression,PutinWarCriminal"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
Mariupol	1009546724	1.2014237639	.0022642323	.0018846242	63	27824	82	43510
"Mariupol,FCKPTN,FreeUkraine"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Moscow,UkraineUnderAttaсk,UkraineRussianWar,StopPutinsWar"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
OpRussia	1009546724	1.1728186240	.0001078205	.0000919328	3	27824	4	43510
"OpRussia,FckPutin,StopPutinNOW,StandWithUkraine"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"OpRussian,NoWarInUkraine,PutinsWar,PutinWarCriminal"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"PutinIsaWarCriminal,FCKPTN"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"PutinWarCriminal,NoWarWithUkraine,Ukraine️"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
SlavaUkraini	1009546724	1.0164426481	.0009344450	.0009193288	26	27824	40	43510
"SlavaUkraini,FreeUkraine"	1009546724	1.5637574402	.0000718803	.0000459664	2	27824	2	43510
"SlavaUkraini,GloryToUkraine,StandWithUkraine,UkraineWomen"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"slavaukraini,UkraineWar,UkraineRussiaWar,ukraineunderattack"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
StandWithUkraine	1009546724	1.1652518664	.0083021851	.0071247988	231	27824	310	43510
"StandWithUkraine️,FreeUkraine"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
StandWithUkriane	1009546724	.9773486917	.0008985048	.0009193288	25	27824	40	43510
"StandWithUkriane,UkraineUnderAttaсk,FreeUkraine"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"StopBloodyEnergy,StopRussianAggression,StandUpForUkraine"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"StopRussia,UkraineRussianWar,StandingWithUkraine,StopPutinNOW"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
Ukraine	1009546724	1.2455137874	.0277098907	.0222477591	771	27824	968	43510
"Ukraine,FckPutin,StopRussianAggression"	1009546724	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Ukraine,Kyiv"	1009546724	1.4369667084	.0012219666	.0008503792	34	27824	37	43510
"Ukraine,SlavaUkraini"	1009546724	.7818776323	.0000359401	.0000459664	1	27824	2	43510
"BA2,LongCovid"	1009900083402461185	1.5637574402	.0000718803	.0000459664	2	27824	2	43510
longcovid	1009900083402461185	1.0988568981	.0018688901	.0017007584	52	27824	74	43510
LongCovid	1009900083402461185	1.2804066805	.0216000575	.0168696851	601	27824	734	43510
"LongCovid,MECFS"	1009900083402461185	1.0425051607	.0004312823	.0004136980	12	27824	18	43510
"LongCovid,MECFS,Fibromyalgia"	1009900083402461185	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
MECFS	1009900083402461185	.9121920850	.0002515813	.0002757986	7	27824	12	43510
"MECFS,Longcovid"	1009900083402461185	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
BestSpringEver	1010321477772697601	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
ImmmunizeUnder5s	1010321477772697601	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
InfectionMandate	1010321477772697601	1.5637576202	.0003234617	.0002068490	9	27824	9	43510
urgencyofsummer	1010321477772697601	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"BorisJohnson,ToryBrexitDisaster,JohnsonOut,ToriesUnfitToGovern,BrexitBritain"	1010384732759252997	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
brexit	1010384732759252997	1.3505184019	.0006828637	.0005056308	19	27824	22	43510
Brexit	1010384732759252997	1.0138650115	.0021204715	.0020914732	59	27824	91	43510
covid	1010384732759252997	1.0425053164	.0007906843	.0007584463	22	27824	33	43510
"covid,shapeshifter"	1010384732759252997	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
johnsonisarussianRRRRRRet	1010384732759252997	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
johnsonout	1010384732759252997	1.0425049601	.0000718803	.0000689496	2	27824	3	43510
shapeshifter	1010384732759252997	1.5637581653	.0001078205	.0000689496	3	27824	3	43510
torybrexit	1010384732759252997	1.5637580221	.0002515813	.0001608825	7	27824	7	43510
torysleaze	1010384732759252997	1.5637574402	.0000718803	.0000459664	2	27824	2	43510
